id,company,contact_name,first_name,role,trade_niche,division,city,state,region,email,phone,website,sample_project_proof,sample_file_reference,verification_status,deliverability_score,target_outreach_day,pipeline_status,subject,typical_value
60,Precision Interiors Enterprises,Jason Moore,Jason,Chief Estimator,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Columbus,OH,Midwest,bids@precisioninteriors.com,(789) 248-7149,https://www.precisioninteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,5,Ready for Dispatch,scaling your Drywall & Framing bid volume without hiring full-time,$200 - $450 per project
61,Trident Roofing Enterprises,Rachel Wilson,Rachel,Chief Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Miami-Fort Lauderdale,FL,Southeast,estimating@tridentroofing.com,(218) 494-7531,https://www.tridentroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,bid capacity for Trident Roofing Enterprises - 24-48 hr turnaround,$150 - $400 per project
62,Premier Electric Partners,Matthew Williams,Matthew,Senior Estimator,MEP - Plumbing & Piping,Division 22 - Plumbing,San Antonio,TX,South,matthew.williams@premierelectric.com,(334) 542-7462,https://www.premierelectric.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),95,7,Ready for Dispatch,outsource takeoff support for Premier Electric Partners (San Antonio),$300 - $650 per project
63,Matrix Commercial Contractors,Rachel Clark,Rachel,Owner,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Tampa-St. Petersburg,FL,Southeast,bids@matrixbuilds.com,(505) 499-9684,https://www.matrixbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,1,Ready for Dispatch,quick question regarding Matrix Commercial Contractors's takeoff bandwidth,"$600 - $1,800 per project (or $2,000/mo retainer)"
64,Titan Masonry Construction,Brian Thomas,Brian,Owner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,New York Metro,NY,Northeast,estimating@titanconcrete.com,(646) 421-1863,https://www.titanconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,2,Ready for Dispatch,quick question regarding Titan Masonry Construction's takeoff bandwidth,$300 - $800 per project
65,Benchmark Commercial Systems,Paul Martinez,Paul,Senior Estimator,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),New York Metro,NY,Northeast,pmartinez@benchmarkbuilds.com,(203) 226-6790,https://www.benchmarkbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,bid capacity for Benchmark Commercial Systems - 24-48 hr turnaround,"$600 - $1,800 per project (or $2,000/mo retainer)"
66,Premier Concrete Builders,Emily Garcia,Emily,Preconstruction Director,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Washington DC Metro,DC/VA/MD,Mid-Atlantic,estimating@premierconcrete.com,(821) 375-1926,https://www.premierconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,"Emily, takeoff support for Premier Concrete Builders?",$300 - $800 per project
67,Metro Systems Partners,James Martin,James,Owner,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",New York Metro,NY,Northeast,james.martin@metrosystems.com,(410) 260-8138,https://www.metrosystems.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),97,5,Ready for Dispatch,scaling your MEP - Mechanical & HVAC bid volume without hiring full-time,$350 - $700 per project
68,Strategic Interiors Services,David Hernandez,David,Managing Partner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,San Francisco Bay Area,CA,West,dhernandez@strategicinteriors.com,(376) 658-3326,https://www.strategicinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,6,Ready for Dispatch,"David, takeoff support for Strategic Interiors Services?",$200 - $450 per project
69,Metro Commercial Paint Partners,Greg Garcia,Greg,Preconstruction Director,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Atlanta,GA,Southeast,bids@metrocoatings.com,(562) 472-5993,https://www.metrocoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),97,7,Ready for Dispatch,quick question regarding Metro Commercial Paint Partners's takeoff bandwidth,$150 - $350 per project
70,Titan Interiors Solutions,Greg Lee,Greg,President,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Indianapolis,IN,Midwest,greg.lee@titaninteriors.com,(448) 516-6431,https://www.titaninteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,1,Ready for Dispatch,scaling your Drywall & Framing bid volume without hiring full-time,$200 - $450 per project
71,Benchmark Construction Construction,James Jones,James,Managing Partner,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Los Angeles,CA,West,jjones@benchmarkbuilds.com,(448) 394-9453,https://www.benchmarkbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,2,Ready for Dispatch,scaling your Residential Custom Builders & Remodelers bid volume without hiring full-time,$250 - $600 per project
72,Vertex Builders Associates,Jennifer Williams,Jennifer,Preconstruction Director,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Orlando,FL,Southeast,jennifer.williams@vertexbuilds.com,(498) 723-3249,https://www.vertexbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,scaling your Commercial General Contractors bid volume without hiring full-time,"$600 - $1,800 per project (or $2,000/mo retainer)"
73,Precision Structures Partners,Jeff Thomas,Jeff,Chief Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Charlotte,NC,Southeast,jeff.thomas@precisionconcrete.com,(718) 376-1019,https://www.precisionconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,4,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
74,Alliance Electric Associates,Robert Thomas,Robert,Preconstruction Director,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Philadelphia,PA,Northeast,rthomas@allianceelectric.com,(435) 711-6194,https://www.allianceelectric.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),96,5,Ready for Dispatch,outsource takeoff support for Alliance Electric Associates (Philadelphia),$350 - $700 per project
75,Precision Energy Builders,Paul Sanchez,Paul,President,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Nashville,TN,Southeast,estimating@precisionenergy.com,(571) 439-7900,https://www.precisionenergy.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),98,6,Ready for Dispatch,outsource takeoff support for Precision Energy Builders (Nashville),$350 - $700 per project
76,Benchmark General Contracting Construction,Eric Harris,Eric,VP of Operations,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Denver,CO,Mountain,eric.harris@benchmarkbuilds.com,(362) 229-5966,https://www.benchmarkbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,scaling your Commercial General Contractors bid volume without hiring full-time,"$600 - $1,800 per project (or $2,000/mo retainer)"
77,Strategic General Contracting Solutions,Brian Thompson,Brian,Chief Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Kansas City,MO,Midwest,bthompson@strategicbuilds.com,(499) 554-2802,https://www.strategicbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,1,Ready for Dispatch,quick question regarding Strategic General Contracting Solutions's takeoff bandwidth,$250 - $600 per project
78,Trident Roof Systems Construction,Rachel Gonzalez,Rachel,Managing Partner,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Phoenix,AZ,Southwest,rgonzalez@tridentroofing.com,(471) 708-4988,https://www.tridentroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,2,Ready for Dispatch,scaling your Roofing & Siding bid volume without hiring full-time,$150 - $400 per project
79,Alliance Paving Services,Anthony Martin,Anthony,Managing Partner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Denver,CO,Mountain,anthony.martin@allianceconcrete.com,(547) 546-8089,https://www.allianceconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,3,Ready for Dispatch,outsource takeoff support for Alliance Paving Services (Denver),$300 - $800 per project
80,Paramount Painting Construction,Michael Gonzalez,Michael,Owner,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Salt Lake City,UT,Mountain,estimating@paramountcoatings.com,(811) 710-7556,https://www.paramountcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),95,4,Ready for Dispatch,quick question regarding Paramount Painting Construction's takeoff bandwidth,$150 - $350 per project
81,Premier Roof Systems Builders,Brian Brown,Brian,Senior Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Philadelphia,PA,Northeast,estimating@premierroofing.com,(783) 491-5574,https://www.premierroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,5,Ready for Dispatch,"Brian, takeoff support for Premier Roof Systems Builders?",$150 - $400 per project
82,Matrix Drywall Systems,Greg Miller,Greg,President,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Tampa-St. Petersburg,FL,Southeast,greg.miller@matrixinteriors.com,(894) 575-7150,https://www.matrixinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,bid capacity for Matrix Drywall Systems - 24-48 hr turnaround,$200 - $450 per project
83,Vertex Electric Systems,Megan Jackson,Megan,Senior Estimator,MEP - Plumbing & Piping,Division 22 - Plumbing,Denver,CO,Mountain,bids@vertexelectric.com,(719) 231-1148,https://www.vertexelectric.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),94,7,Ready for Dispatch,"Megan, takeoff support for Vertex Electric Systems?",$300 - $650 per project
84,Apex Tile Enterprises,Eric Perez,Eric,Senior Estimator,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Las Vegas,NV,Southwest,eperez@apexflooring.com,(338) 337-6875,https://www.apexflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,1,Ready for Dispatch,quick question regarding Apex Tile Enterprises's takeoff bandwidth,$150 - $350 per project
85,Premier Systems Systems,Brian Martinez,Brian,Managing Partner,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Nashville,TN,Southeast,brian.martinez@premiersystems.com,(908) 638-8853,https://www.premiersystems.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),98,2,Ready for Dispatch,quick question regarding Premier Systems Systems's takeoff bandwidth,$350 - $700 per project
86,Beacon Roof Systems Associates,John Garcia,John,President,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Boston,MA,Northeast,jgarcia@beaconroofing.com,(208) 567-2324,https://www.beaconroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,3,Ready for Dispatch,outsource takeoff support for Beacon Roof Systems Associates (Boston),$150 - $400 per project
87,Precision Paving Services,Brad Sanchez,Brad,VP of Operations,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Las Vegas,NV,Southwest,bids@precisionconcrete.com,(991) 449-6908,https://www.precisionconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
88,Matrix Floors Group,Amanda Martin,Amanda,Preconstruction Director,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Denver,CO,Mountain,bids@matrixflooring.com,(531) 776-6889,https://www.matrixflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,5,Ready for Dispatch,"Amanda, takeoff support for Matrix Floors Group?",$150 - $350 per project
89,United Surfaces Services,Jason Hernandez,Jason,Preconstruction Director,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Minneapolis-St. Paul,MN,Midwest,jason@unitedflooring.com,(728) 845-6867,https://www.unitedflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,6,Ready for Dispatch,outsource takeoff support for United Surfaces Services (Minneapolis-St. Paul),$150 - $350 per project
90,Summit Construction Solutions,Paul Lee,Paul,Chief Estimator,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),San Francisco Bay Area,CA,West,estimating@summitbuilds.com,(205) 598-1663,https://www.summitbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,bid capacity for Summit Construction Solutions - 24-48 hr turnaround,"$600 - $1,800 per project (or $2,000/mo retainer)"
91,Vanguard Power Associates,Daniel Garcia,Daniel,Chief Estimator,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Tampa-St. Petersburg,FL,Southeast,bids@vanguardpower.com,(789) 338-6014,https://www.vanguardpower.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),97,1,Ready for Dispatch,"Daniel, takeoff support for Vanguard Power Associates?",$350 - $700 per project
92,Paramount Structures Systems,James Martin,James,VP of Operations,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Charlotte,NC,Southeast,james@paramountconcrete.com,(609) 769-6929,https://www.paramountconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,2,Ready for Dispatch,"James, takeoff support for Paramount Structures Systems?",$300 - $800 per project
93,Metro Systems Enterprises,Amanda White,Amanda,Managing Partner,MEP - Electrical,Division 26 - Electrical,Charlotte,NC,Southeast,bids@metrosystems.com,(204) 795-6231,https://www.metrosystems.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),94,3,Ready for Dispatch,bid capacity for Metro Systems Enterprises - 24-48 hr turnaround,$350 - $750 per project
94,Integrity Power Contractors,David Ramirez,David,Senior Estimator,MEP - Electrical,Division 26 - Electrical,Los Angeles,CA,West,estimating@integritypower.com,(744) 464-3675,https://www.integritypower.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),97,4,Ready for Dispatch,scaling your MEP - Electrical bid volume without hiring full-time,$350 - $750 per project
95,Titan Masonry Solutions,Jason Wilson,Jason,Preconstruction Director,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Columbus,OH,Midwest,jason@titanconcrete.com,(272) 366-7730,https://www.titanconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,5,Ready for Dispatch,outsource takeoff support for Titan Masonry Solutions (Columbus),$300 - $800 per project
